key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-1000417828,A Whole Methylome Study of Ethanol Exposure in Brain and Blood: An Exploration of the Utility of Peripheral Blood as Proxy Tissue for Brain in Alcohol Methylation Studies.,2018,12,,"Alcoholism, clinical and experimental research",1530-0277 (Electronic),42,12,2360-2368,Clark SL and Costin BN and Chan RF and Johnson AW and Xie L and Jurmain JL and Kumar G and Shabalin AA and Pandey AK and Aberg KA and Miles MF and van den Oord E,https://pubmed.ncbi.nlm.nih.gov/30320886/,eng,,England,"BACKGROUND: Recent reviews have highlighted the potential use of blood-based methylation biomarkers as diagnostic and prognostic tools of current and future alcohol use and addiction. Due to the substantial overlap that often exists between methylation patterns across different tissues, including blood and brain, blood-based methylation may track methylation changes in brain; however, little work has explored the overlap in alcohol-related methylation in these tissues. METHODS: To study the effects of alcohol on the brain methylome and identify possible biomarkers of these changes in blood, we performed a methylome-wide association study in brain and blood from 40 male DBA/2J mice that received either an acute ethanol (EtOH) or saline intraperitoneal injection. To investigate all 22 million CpGs in the mouse genome, we enriched for the methylated genomic fraction using methyl-CpG binding domain (MBD) protein capture followed by next-generation sequencing (MBD-seq). We performed association tests in blood and brain separately followed by enrichment testing to determine whether there was overlapping alcohol-related methylation in the 2 tissues. RESULTS: The top result for brain was a CpG located in an intron of Ttc39b (p = 5.65 × 10(-08) ), and for blood, the top result was located in Espnl (p = 5.11 × 10(-08) ). Analyses implicated pathways involved in inflammation and neuronal differentiation, such as CXCR4, IL-7, and Wnt signaling. Enrichment tests indicated significant overlap among the top results in brain and blood. Pathway analyses of the overlapping genes converge on MAPKinase signaling (p = 5.6 × 10(-05) ) which plays a central role in acute and chronic responses to alcohol and glutamate receptor pathways, which can regulate neuroplastic changes underlying addictive behavior. CONCLUSIONS: Overall, we have shown some methylation changes in brain and blood after acute EtOH administration and that the changes in blood partly mirror the changes in brain suggesting the potential for DNA methylation in blood to be biomarkers of alcohol use.","RAYYAN-INCLUSION: {""Jari""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: No human sample",10.1111/acer.13905,"Animals;Biomarkers/blood;Brain/*metabolism;Cell Differentiation/genetics;Central Nervous System Depressants/*blood/*pharmacology;CpG Islands/genetics;DNA Methylation/*genetics;Ethanol/*blood/*pharmacology;Inflammation/genetics;Introns/genetics;Lipoproteins, HDL/genetics;MAP Kinase Signaling System/genetics;Male;*Metabolome;Mice;Mice, Inbred DBA;Wnt Signaling Pathway/genetics;Brain;Alcoholics;Methylation;Ethanol",30320886,PMC6286207
rayyan-1000417829,Amnion as a surrogate tissue reporter of the effects of maternal preeclampsia on the fetus.,2016,,,Clinical epigenetics,1868-7083 (Electronic),8,,67,Suzuki M and Maekawa R and Patterson NE and Reynolds DM and Calder BR and Reznik SE and Heo HJ and Einstein FH and Greally JM,https://pubmed.ncbi.nlm.nih.gov/27293492/,eng,,Germany,"BACKGROUND: Preeclampsia, traditionally characterized by high blood pressure and proteinuria, is a common pregnancy complication, which affects 2-8 % of all pregnancies. Although children born to women with preeclampsia have a higher risk of hypertension in later life, the mechanism of this increased risk is unknown. DNA methylation is an epigenetic modification that has been studied as a mediator of cellular memory of adverse exposures in utero. Since each cell type in the body has a unique DNA profile, cell subtype composition is a major confounding factor in studies of tissues with heterogeneous cell types. The best way to avoid this confounding effect is by using purified cell types. However, using purified cell types in large cohort translational studies is difficult. The amnion, the inner layer of the fetal membranes of the placenta, is derived from the epiblast and consists of two cell types, which are easy to isolate from the delivered placenta. In this study, we demonstrate the value of using amnion samples for DNA methylation studies, revealing distinctive patterns between fetuses exposed to proteinuria or hypertension and fetuses from normal pregnancies. RESULTS: We performed a genome-wide DNA methylation analysis, HpaII tiny fragment Enrichment by Ligation-mediated PCR (HELP)-tagging, on 62 amnion samples from the placentas of uncomplicated, normal pregnancies and from those with complications of preeclampsia or hypertension. Using a regression model approach, we found 123, 85, and 99 loci with high-confidence hypertension-associated, proteinuria-associated, and hypertension- and proteinuria-associated DNA methylation changes, respectively. A gene ontology analysis showed DNA methylation changes to be selecting genes with different biological processes in exposure status. We also found that these differentially methylated regions overlap loci previously reported as differentially methylated regions in preeclampsia. CONCLUSIONS: Our findings support prior observations that preeclampsia is associated with changes of DNA methylation near genes that have previously been found to be dysregulated in preeclampsia. We propose that amniotic membranes represent a valuable surrogate fetal tissue on which to perform epigenome-wide association studies of adverse intrauterine conditions.","RAYYAN-INCLUSION: {""Jari""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: Maternal",10.1186/s13148-016-0234-1,"Amnion/*metabolism;CpG Islands;*DNA Methylation;Epigenesis, Genetic;Female;Genetic Predisposition to Disease;Genome-Wide Association Study;Humans;Hypertension/*genetics;Pre-Eclampsia/*genetics;Pregnancy;Prenatal Exposure Delayed Effects/*genetics;Promoter Regions, Genetic;Regression Analysis;Chorioamnionitis;Pre-Eclampsia",27293492,PMC4902972
rayyan-1000417830,Differential Methylation as a Biomarker of Response to Etanercept in Patients With Rheumatoid Arthritis.,2016,6,,"Arthritis & rheumatology (Hoboken, N.J.)",2326-5205 (Electronic),68,6,1353-60,Plant D and Webster A and Nair N and Oliver J and Smith SL and Eyre S and Hyrich KL and Wilson AG and Morgan AW and Isaacs JD and Worthington J and Barton A,https://pubmed.ncbi.nlm.nih.gov/26814849/,eng,,United States,"OBJECTIVE: Biologic drug therapies represent a huge advance in the treatment of rheumatoid arthritis (RA). However, very good disease control is achieved in only 30% of patients, making identification of biomarkers of response a research priority. We undertook this study to test our hypothesis that differential DNA methylation patterns may provide biomarkers predictive of response to tumor necrosis factor inhibitor (TNFi) therapy in patients with RA. METHODS: An epigenome-wide association study was performed on pretreatment whole blood DNA from patients with RA. Patients who displayed good response (n = 36) or no response (n = 36) to etanercept therapy at 3 months were selected. Differentially methylated positions were identified using linear regression. Variance of methylation at differentially methylated positions was assessed for correlation with cis-acting single-nucleotide polymorphisms (SNPs). A replication experiment for prioritized SNPs was performed in an independent cohort of 1,204 RA patients. RESULTS: Five positions that were differentially methylated between responder groups were identified, with a false discovery rate of <5%. The top 2 differentially methylated positions mapped to exon 7 of the LRPAP1 gene on chromosome 4 (cg04857395, P = 1.39 × 10(-8) and cg26401028, P = 1.69 × 10(-8) ). The A allele of the SNP rs3468 was correlated with higher levels of methylation for both of the top 2 differentially methylated positions (P = 2.63 × 10(-7) and P = 1.05 × 10(-6) , respectively). Furthermore, the A allele of rs3468 was correlated with European League Against Rheumatism nonresponse in the discovery cohort (P = 0.03; n = 56) and in the independent replication cohort (P = 0.003; n = 1,204). CONCLUSION: We identify DNA methylation as a potential biomarker of response to TNFi therapy, and we report the association between response and the LRPAP1 gene, which encodes a chaperone of low-density lipoprotein receptor-related protein 1. Additional replication experiments in independent sample collections are now needed.","RAYYAN-INCLUSION: {""Jari""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: No environmental factor",10.1002/art.39590,"Antirheumatic Agents/*therapeutic use;Arthritis, Rheumatoid/*drug therapy/*genetics;Biomarkers;*DNA Methylation;Etanercept/*therapeutic use;Female;Humans;Male;Middle Aged;Treatment Outcome;Biological Markers;Methylation;Arthritis, Rheumatoid",26814849,PMC4914881
rayyan-1000417832,Differential methylation of genes in individuals exposed to maternal diabetes in utero.,2017,4,,Diabetologia,1432-0428 (Electronic),60,4,645-655,Chen P and Piaggi P and Traurig M and Bogardus C and Knowler WC and Baier LJ and Hanson RL,https://pubmed.ncbi.nlm.nih.gov/28127622/,eng,,Germany,"AIMS/HYPOTHESIS: Individuals exposed to maternal diabetes in utero are more likely to develop metabolic and cardiovascular diseases later in life. This may be partially attributable to epigenetic regulation of gene expression. We performed an epigenome-wide association study to examine whether differential DNA methylation, a major source of epigenetic regulation, can be observed in offspring of mothers with type 2 diabetes during the pregnancy (OMD) compared with offspring of mothers with no diabetes during the pregnancy (OMND). METHODS: DNA methylation was measured in peripheral blood using the Illumina HumanMethylation450K BeadChip. A total of 423,311 CpG sites were analysed in 388 Pima Indian individuals, mean age at examination was 13.0 years, 187 of whom were OMD and 201 were OMND. Differences in methylation between OMD and OMND were assessed. RESULTS: Forty-eight differentially methylated CpG sites (with an empirical false discovery rate ≤0.05), mapping to 29 genes and ten intergenic regions, were identified. The gene with the strongest evidence was LHX3, in which six CpG sites were hypermethylated in OMD compared with OMND (p ≤ 1.1 × 10(-5)). Similarly, a CpG near PRDM16 was hypermethylated in OMD (1.1% higher, p = 5.6 × 10(-7)), where hypermethylation also predicted future diabetes risk (HR 2.12 per SD methylation increase, p = 9.7 × 10(-5)). Hypermethylation near AK3 and hypomethylation at PCDHGA4 and STC1 were associated with exposure to diabetes in utero (AK3: 2.5% higher, p = 7.8 × 10(-6); PCDHGA4: 2.8% lower, p = 3.0 × 10(-5); STC1: 2.9% lower, p = 1.6 × 10(-5)) and decreased insulin secretory function among offspring with normal glucose tolerance (AK3: 0.088 SD lower per SD of methylation increase, p = 0.02; PCDHGA4: 0.08 lower SD per SD of methylation decrease, p = 0.03; STC1: 0.072 SD lower per SD of methylation decrease, p = 0.05). Seventeen CpG sites were also associated with BMI (p ≤ 0.05). Pathway analysis of the genes with at least one differentially methylated CpG (p < 0.005) showed enrichment for three relevant biological pathways. CONCLUSIONS/INTERPRETATION: Intrauterine exposure to diabetes can affect methylation at multiple genomic sites. Methylation status at some of these sites can impair insulin secretion, increase body weight and increase risk of type 2 diabetes.","RAYYAN-INCLUSION: {""Jari""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: Maternal",10.1007/s00125-016-4203-1,"Adolescent;Adult;CpG Islands/genetics;DNA Methylation/genetics/*physiology;DNA-Binding Proteins/genetics;Diabetes Mellitus, Type 2/genetics/*metabolism;Diabetes, Gestational/genetics/*metabolism;Epigenesis, Genetic/genetics;Female;Genome-Wide Association Study;Glycoproteins/genetics;Humans;Infant, Newborn;LIM-Homeodomain Proteins/genetics;Male;Pregnancy;Transcription Factors/genetics;Young Adult;Methylation",28127622,PMC7194355
rayyan-1000417834,TXNIP DNA methylation is associated with glycemic control over 28 years in type 1 diabetes: findings from the Pittsburgh Epidemiology of Diabetes Complications (EDC) study.,2023,1,,BMJ open diabetes research & care,2052-4897 (Electronic),11,1,,Miller RG and Mychaleckyj JC and Onengut-Gumuscu S and Orchard TJ and Costacou T,https://pubmed.ncbi.nlm.nih.gov/36604111/,eng,,England,"INTRODUCTION: DNA methylation (DNAme) has been cross-sectionally associated with type 2 diabetes and hemoglobin A1c (HbA1c) in the general population. However, longitudinal data and data in type 1 diabetes are currently very limited. Thus, we performed an epigenome-wide association study (EWAS) in an observational type 1 diabetes cohort to identify loci with DNAme associated with concurrent and future HbA1cs, as well as other clinical risk factors, over 28 years. RESEARCH DESIGN AND METHODS: Whole blood DNAme in 683 597 CpGs was analyzed in the Pittsburgh Epidemiology of Diabetes Complications study of childhood onset (<17 years) type 1 diabetes (n=411). An EWAS of DNAme beta values and concurrent HbA1c was performed using linear models adjusted for diabetes duration, sex, pack years of smoking, estimated cell type composition variables, and technical/batch covariates. A longitudinal EWAS of subsequent repeated HbA1c measures was performed using mixed models. We further identified methylation quantitative trait loci (meQTLs) for significant CpGs and conducted a Mendelian randomization. RESULTS: DNAme at cg19693031 (Chr 1, Thioredoxin-Interacting Protein (TXNIP)) and cg21534330 (Chr 17, Casein Kinase 1 Isoform Delta) was significantly inversely associated with concurrent HbA1c. In longitudinal analyses, hypomethylation of cg19693031 was associated with consistently higher HbA1c over 28 years, and with higher triglycerides, pulse rate, and albumin:creatinine ratio (ACR) independently of HbA1c. We further identified 34 meQTLs in SLC2A1/SLC2A1-AS1 significantly associated with cg19693031 DNAme. CONCLUSIONS: Our results extend prior findings that TXNIP hypomethylation relates to worse glycemic control in type 1 diabetes by demonstrating the association persists over the long term. Additionally, the associations with triglycerides, pulse rate, and ACR suggest TXNIP DNAme could play a role in vascular damage independent of HbA1c. These findings strengthen potential for interventions targeting TXNIP to improve glycemic control in type 1 diabetes through its role in SLC2A1/glucose transporter 1-mediated glucose regulation.","RAYYAN-INCLUSION: {""Jari""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: No environmental factor",10.1136/bmjdrc-2022-003068,"Humans;DNA Methylation;*Diabetes Mellitus, Type 1/complications/epidemiology/genetics;*Diabetes Mellitus, Type 2/complications/epidemiology/genetics;Glycated Hemoglobin;Epigenesis, Genetic;Glycemic Control;*Diabetes Complications/epidemiology;Carrier Proteins/genetics/metabolism;Diabetes Complications;DNA (Cytosine-5-)-Methyltransferase;DNA-(Apurinic or Apyrimidinic Site) Lyase;Methylation;DNA",36604111,PMC9827189
rayyan-1000417835,An epigenetic association analysis of childhood trauma in psychosis reveals possible overlap with methylation changes associated with PTSD.,2022,4,30,Translational psychiatry,2158-3188 (Electronic),12,1,177,Løkhammer S and Stavrum AK and Polushina T and Aas M and Ottesen AA and Andreassen OA and Melle I and Le Hellard S,https://pubmed.ncbi.nlm.nih.gov/35501310/,eng,,United States,"Patients with a severe mental disorder report significantly higher levels of childhood trauma (CT) than healthy individuals. Studies have suggested that CT may affect brain plasticity through epigenetic mechanisms and contribute to developing various psychiatric disorders. We performed a blood-based epigenome-wide association study using the Childhood Trauma Questionnaire-short form in 602 patients with a current severe mental illness, investigating DNA methylation association separately for five trauma subtypes and the total trauma score. The median trauma score was set as the predefined cutoff for determining whether the trauma was present or not. Additionally, we compared our genome-wide results with methylation probes annotated to candidate genes previously associated with CT. Of the patients, 83.2% reported CT above the cutoff in one or more trauma subtypes, and emotional neglect was the trauma subtype most frequently reported. We identified one significant differently methylated position associated with the gene TANGO6 for physical neglect. Seventeen differentially methylated regions (DMRs) were associated with different trauma categories. Several of these DMRs were annotated to genes previously associated with neuropsychiatric disorders such as post-traumatic stress disorder and cognitive impairments. Our results support a biomolecular association between CT and severe mental disorders. Genes that were previously identified as differentially methylated in CT-exposed subjects with and without psychosis did not show methylation differences in our analysis. We discuss this inconsistency, the relevance of our findings, and the limitations of our study.","RAYYAN-INCLUSION: {""Jari""=>""Excluded""} | RAYYAN-LABELS: childhood trauma | RAYYAN-EXCLUSION-REASONS: Not updated environmental exposure",10.1038/s41398-022-01936-8,"*Adverse Childhood Experiences;DNA Methylation;Epigenesis, Genetic;Humans;*Psychotic Disorders/genetics/psychology;*Stress Disorders, Post-Traumatic/genetics;Stress Disorders, Post-Traumatic;Psychotic Disorders;Methylation",35501310,PMC9061740
rayyan-1000417836,Global analysis of methylation profiles from high resolution CpG data.,2015,2,,Genetic epidemiology,1098-2272 (Electronic),39,2,53-64,Zhao N and Bell DA and Maity A and Staicu AM and Joubert BR and London SJ and Wu MC,https://pubmed.ncbi.nlm.nih.gov/25537884/,eng,,United States,"New high throughput technologies are now enabling simultaneous epigenetic profiling of DNA methylation at hundreds of thousands of CpGs across the genome. A problem of considerable practical interest is identification of large scale, global changes in methylation that are associated with environmental variables, clinical outcomes, or other experimental conditions. However, there has been little statistical research on methods for global methylation analysis using technologies with individual CpG resolution. To address this critical gap in the literature, we develop a new strategy for global analysis of methylation profiles using a functional regression approach wherein we approximate either the density or the cumulative distribution function (CDF) of the methylation values for each individual using B-spline basis functions. The spline coefficients for each individual are allowed to summarize the individual's overall methylation profile. We then test for association between the overall distribution and a continuous or dichotomous outcome variable using a variance component score test that naturally accommodates the correlation between spline coefficients. Simulations indicate that our proposed approach has desirable power while protecting type I error. The method was applied to detect methylation differences, both genome wide and at LINE1 elements, between the blood samples from rheumatoid arthritis patients and healthy controls and to detect the epigenetic changes of human hepatocarcinogenesis in the context of alcohol abuse and hepatitis C virus infection. A free implementation of our methods in the R language is available in the Global Analysis of Methylation Profiles (GAMP) package at http://research.fhcrc.org/wu/en.html.","RAYYAN-INCLUSION: {""Jari""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: No environmental factor",10.1002/gepi.21874,"Alcoholism/genetics;Arthritis, Rheumatoid/genetics;Case-Control Studies;CpG Islands/*genetics;*DNA Methylation;Epigenesis, Genetic/*genetics;*Epigenomics;Genome/genetics;Hepatitis C/genetics;Humans;Internet;Long Interspersed Nucleotide Elements/genetics;Models, Genetic;Software;Methylation",25537884,PMC4314375
rayyan-1000417837,Assessing the impact of arsenic metabolism efficiency on DNA methylation using Mendelian randomization.,2020,4,,"Environmental epidemiology (Philadelphia, Pa.)",2474-7882 (Electronic),4,2,e083,DiGiovanni A and Demanelis K and Tong L and Argos M and Shinkle J and Jasmine F and Sabarinathan M and Rakibuz-Zaman M and Sarwar G and Islam MT and Shahriar H and Islam T and Rahman M and Yunus M and Graziano J and Gamble MV and Ahsan H and Pierce BL,https://pubmed.ncbi.nlm.nih.gov/32337471/,eng,,United States,"BACKGROUND: Arsenic exposure affects >100 million people globally and increases risk for chronic diseases. One possible toxicity mechanism is epigenetic modification. Previous epigenome-wide association studies (EWAS) have identified associations between arsenic exposure and CpG-specific DNA methylation. To provide additional evidence that observed associations represent causal relationships, we examine the association between genetic determinants of arsenic metabolism efficiency (percent dimethylarsinic acid, DMA%, in urine) and DNA methylation among individuals from the Health Effects of Arsenic Longitudinal Study (n = 379) and Bangladesh Vitamin E and Selenium Trial (n = 393). METHODS: We used multivariate linear models to assess the association of methylation at 221 arsenic-associated CpGs with DMA% and measures of genetically predicted DMA% derived from three SNPs (rs9527, rs11191527, and rs61735836). We also conducted two-sample Mendelian randomization analyses to estimate the association between arsenic metabolism efficiency and CpG methylation. RESULTS: Among the associations between DMA% and methylation at each of 221 CpGs, 64% were directionally consistent with associations observed between arsenic exposure and the 221 CpGs from a prior EWAS. Similarly, among the associations between genetically predicted DMA% and each CpG, 62% were directionally consistent with the prior EWAS results. Two-sample Mendelian randomization analyses produced similar conclusions. CONCLUSION: Our findings support the hypothesis that arsenic exposure effects DNA methylation at specific CpGs in whole blood. Our novel approach for assessing the impact of arsenic exposure on DNA methylation requires larger samples in order to draw more robust conclusions for specific CpG sites.","RAYYAN-INCLUSION: {""Jari""=>""Maybe""} | RAYYAN-LABELS: argenic exposure",10.1097/EE9.0000000000000083,DNA (Cytosine-5-)-Methyltransferase,32337471,PMC7147391
rayyan-1000417842,"Associations of DNA Methylation With Behavioral Problems, Gray Matter Volumes, and Negative Life Events Across Adolescence: Evidence From the Longitudinal IMAGEN Study.",2023,2,15,Biological psychiatry,1873-2402 (Electronic),93,4,342-351,Sun Y and Jia T and Barker ED and Chen D and Zhang Z and Xu J and Chang S and Zhou G and Liu Y and Tay N and Luo Q and Chang X and Banaschewski T and Bokde ALW and Flor H and Grigis A and Garavan H and Heinz A and Martinot JL and Paillère Martinot ML and Artiges E and Nees F and Orfanos DP and Paus T and Poustka L and Hohmann S and Millenet S and Fröhner JH and Smolka MN and Walter H and Whelan R and Lu L and Shi J and Schumann G and Desrivières S,https://pubmed.ncbi.nlm.nih.gov/36241462/,eng,,United States,"BACKGROUND: Negative life events (NLEs) increase the risk for externalizing behaviors (EBs) and internalizing behaviors (IBs) in adolescence and adult psychopathology. DNA methylation associated with behavioral problems may reflect this risk and long-lasting effects of NLEs. METHODS: To identify consistent associations between blood DNA methylation and EBs or IBs across adolescence, we conducted longitudinal epigenome-wide association studies (EWASs) using data from the IMAGEN cohort, collected at ages 14 and 19 years (n = 506). Significant findings were validated in a separate subsample (n = 823). Methylation risk scores were generated by 10-fold cross-validation and further tested for their associations with gray matter volumes and NLEs. RESULTS: No significant findings were obtained for the IB-EWAS. The EB-EWAS identified a genome-wide significant locus in a gene linked to attention-deficit/hyperactivity disorder (ADHD) (IQSEC1, cg01460382; p = 1.26 × 10(-8)). Other most significant CpG sites were near ADHD-related genes and enriched for genes regulating tumor necrosis factor and interferon-γ signaling, highlighting the relevance of EB-EWAS findings for ADHD. Analyses with the EB methylation risk scores suggested that it partly reflected comorbidity with IBs in late adolescence. Specific to EBs, EB methylation risk scores correlated with smaller gray matter volumes in medial orbitofrontal and anterior/middle cingulate cortices, brain regions known to associate with ADHD and conduct problems. Longitudinal mediation analyses indicated that EB-related DNA methylation were more likely the outcomes of problematic behaviors accentuated by NLEs, and less likely the epigenetic bases of such behaviors. CONCLUSIONS: Our findings suggest that novel epigenetic mechanisms through which NLEs exert short and longer-term effects on behavior may contribute to ADHD.","RAYYAN-INCLUSION: {""Jari""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: No environmental factor",10.1016/j.biopsych.2022.06.012,Adolescent;Humans;Young Adult;*Attention Deficit Disorder with Hyperactivity/genetics;Brain/pathology;DNA Methylation;Gray Matter/diagnostic imaging/pathology;*Problem Behavior;DNA (Cytosine-5-)-Methyltransferase;Methylation,36241462,
rayyan-1000417843,"Developmental pathways to adiposity begin before birth and are influenced by genotype, prenatal environment and epigenome.",2017,3,7,BMC medicine,1741-7015 (Electronic),15,1,50,Lin X and Lim IY and Wu Y and Teh AL and Chen L and Aris IM and Soh SE and Tint MT and MacIsaac JL and Morin AM and Yap F and Tan KH and Saw SM and Kobor MS and Meaney MJ and Godfrey KM and Chong YS and Holbrook JD and Lee YS and Gluckman PD and Karnani N,https://pubmed.ncbi.nlm.nih.gov/28264723/,eng,,England,"BACKGROUND: Obesity is an escalating health problem worldwide, and hence the causes underlying its development are of primary importance to public health. There is growing evidence that suboptimal intrauterine environment can perturb the metabolic programing of the growing fetus, thereby increasing the risk of developing obesity in later life. However, the link between early exposures in the womb, genetic susceptibility, and perturbed epigenome on metabolic health is not well understood. In this study, we shed more light on this aspect by performing a comprehensive analysis on the effects of variation in prenatal environment, neonatal methylome, and genotype on birth weight and adiposity in early childhood. METHODS: In a prospective mother-offspring cohort (N = 987), we interrogated the effects of 30 variables that influence the prenatal environment, umbilical cord DNA methylation, and genotype on offspring weight and adiposity, over the period from birth to 48 months. This is an interim analysis on an ongoing cohort study. RESULTS: Eleven of 30 prenatal environments, including maternal adiposity, smoking, blood glucose and plasma unsaturated fatty acid levels, were associated with birth weight. Polygenic risk scores derived from genetic association studies on adult adiposity were also associated with birth weight and child adiposity, indicating an overlap between the genetic pathways influencing metabolic health in early and later life. Neonatal methylation markers from seven gene loci (ANK3, CDKN2B, CACNA1G, IGDCC4, P4HA3, ZNF423 and MIRLET7BHG) were significantly associated with birth weight, with a subset of these in genes previously implicated in metabolic pathways in humans and in animal models. Methylation levels at three of seven birth weight-linked loci showed significant association with prenatal environment, but none were affected by polygenic risk score. Six of these birth weight-linked loci continued to show a longitudinal association with offspring size and/or adiposity in early childhood. CONCLUSIONS: This study provides further evidence that developmental pathways to adiposity begin before birth and are influenced by environmental, genetic and epigenetic factors. These pathways can have a lasting effect on offspring size, adiposity and future metabolic outcomes, and offer new opportunities for risk stratification and prevention of obesity. CLINICAL TRIAL REGISTRATION: This birth cohort is a prospective observational study, designed to study the developmental origins of health and disease, and was retrospectively registered on 1 July 2010 under the identifier NCT01174875 .","RAYYAN-INCLUSION: {""Jari""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: Maternal",10.1186/s12916-017-0800-1,"Adiposity/*genetics;Birth Weight;*DNA Methylation;Environment;Epigenomics;Female;Genome-Wide Association Study;Genotype;Humans;Infant, Newborn;Obesity/complications/*genetics;Prospective Studies",28264723,PMC5340003
rayyan-1000417844,Maternal Intake of n-3 Polyunsaturated Fatty Acids During Pregnancy Is Associated With Differential Methylation Profiles in Cord Blood White Cells.,2019,,,Frontiers in genetics,1664-8021 (Print),10,,1050,Bianchi M and Alisi A and Fabrizi M and Vallone C and Ravà L and Giannico R and Vernocchi P and Signore F and Manco M,https://pubmed.ncbi.nlm.nih.gov/31708974/,eng,,Switzerland,"A healthy diet during pregnancy is pivotal for the offspring health at birth and later in life. N-3 polyunsaturated fatty acids (n-3 PUFAs) are not endogenously produced in humans and are exclusively derived from the diet. They are pivotal for the fetus growth and neuronal development and seem beneficial in reducing the risk of cardiometabolic diseases and preventing later allergic disorders in the offspring by modulating the inflammatory immune response. In the present study, we investigated the association between maternal intakes of n-3PUFAs, profiled on maternal erythrocyte membranes at pregnancy term, and offspring DNA methylation on cord blood mononuclear cells in a sample of 118 mother-newborn pairs randomly drawn from the ""Feeding fetus' low-grade inflammation and insulin-resistance"" study cohort. N-3 PUFA content on erythrocyte membranes is a validated biomarker to measure objectively medium term intake of n-3 PUFAs. Based on distribution of n-3 PUFA in the whole cohort of mothers, we identified mothers with low (n-3 PUFA concentration <25th percentile), medium (n-3 PUFAs between 25th and 75th percentiles), and high n-3 PUFA content (>75th percentile). The HumanMethylation450 BeadChip (Illumina) was used for the epigenome-wide association study using the Infinium Methylation Assay. The overall DNA methylation level was not different between the three groups while there was significant difference in methylation levels at certain sites. Indeed, 8,503 sites had significantly different methylations between low and high n-3 PUFA groups, 12,716 between low and medium n-3 PUFA groups, and 18,148 between high and medium n-3 PUFA groups. We found differentially methylated genes that belong prevalently to pathways of signal transduction, metabolism, downstream signaling of G protein-coupled receptors, and gene expression. Within these pathways, we identified four differentially methylated genes, namely, MSTN, IFNA13, ATP8B3, and GABBR2, that are involved in the onset of insulin resistance and adiposity, innate immune response, phospholipid translocation across cell membranes, and mechanisms of addiction to high fat diet, alcohol, and sweet taste. In conclusion, findings of this preliminary investigation suggest that maternal intake of n-3 PUFAs during pregnancy has potential to influence the offspring DNA methylation. Validation of results in a larger cohort and investigation of biological significance and impact on the phenotype are warranted.","RAYYAN-INCLUSION: {""Jari""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: Maternal,cord blood",10.3389/fgene.2019.01050,Pregnancy;Fetal Blood,31708974,PMC6824245
